STORE_NAME,CATEGORY_ID,PRODUCT_ID,PRODUCT_NAME,PRODUCT_PRICE
Sodimac,cat20004,2294125,/sodimac-ar/product/2294125/Escritorio-Floral-de-Metal-madera-y-vidrio/2294125,Escritorio Floral de Metal madera y vidrio,14999.0
Sodimac,cat20004,252354X,/sodimac-ar/product/252354X/Escritorio-Evo-wengue/252354X,Escritorio Evo wengue,6849.0
Sodimac,cat20004,2194481,/sodimac-ar/product/2194481/Silla-de-oficina-negra/2194481,Silla de oficina negra,5399.0
Sodimac,cat20004,2539497,/sodimac-ar/product/2539497/Estanteria-4-estantes-escuadra-42-x-43-x-134-cm/2539497,Estantería 4 estantes escuadra 42 x 43 x 134 cm,7869.0
Sodimac,cat20004,2688735,/sodimac-ar/product/2688735/Escritorio-10-x-60-x-75-cm/2688735,Escritorio 10 x 60 x 75 cm,17999.0
Sodimac,cat20004,2728842,/sodimac-ar/product/2728842/Escritorio-con-repisa-y-estantes-escandinavo/2728842,Escritorio con repisa y estantes escandinavo,10999.0
Sodimac,cat20004,2688638,/sodimac-ar/product/2688638/Silla-de-pc-tela-roja-a-gas/2688638,Silla de pc tela roja a gas,23499.0
Sodimac,cat20004,2693755,/sodimac-ar/product/2693755/Silla-de-PC-maker-cafe/2693755,Silla de PC maker café,12999.0
Sodimac,cat20004,2633531,/sodimac-ar/product/2633531/Pizarra-teen-66-x-45-cm/2633531,Pizarra teen 66 x 45 cm,1589.0
Sodimac,cat20004,2085038,/sodimac-ar/product/2085038/Silla-de-oficina-gerencial-regulable-negra/2085038,Silla de oficina gerencial regulable negra,18999.0
Sodimac,cat20004,2688719,/sodimac-ar/product/2688719/Sill-pc-malla-azul-y-negro/2688719,Sill pc malla azul y negro,11999.0
Sodimac,cat20004,2693631,/sodimac-ar/product/2693631/Silla-de-comedor-Moriset-verde/2693631,Silla de comedor Moriset verde,8499.0
Sodimac,cat20004,2480948,/sodimac-ar/product/2480948/Estanteria-con-1-cuerpo-2-cajones-Manhattan/2480948,Estantería con 1 cuerpo 2 cajones Manhattan,15499.0
Sodimac,cat20004,2668068,/sodimac-ar/product/2668068/Organizador-Beauty-N2/2668068,Organizador Beauty N2,1099.0
Sodimac,cat20016,182774X,/sodimac-ar/product/182774X/Juego-de-comedor-Brasilia-mesa-4-sillas-natural/182774X,Juego de comedor Brasilia mesa + 4 sillas natural,13999.0
Sodimac,cat20016,2181584,/sodimac-ar/product/2181584/Juego-de-comedor-Scandia-mesa-4-sillas-negro/2181584,Juego de comedor Scandia mesa + 4 sillas negro,33999.0
Sodimac,cat20016,2179660,/sodimac-ar/product/2179660/Juego-de-comedor-Ciudades-mesa-4-sillas-diseno/2179660,Juego de comedor Ciudades mesa + 4 sillas diseño,29999.0
Sodimac,cat20016,2693720,/sodimac-ar/product/2693720/Mesa-lateral-para-sala-de-estar-Colmena-blanca/2693720,Mesa lateral para sala de estar Colmena blanca,2499.0
Sodimac,cat20016,2179628,/sodimac-ar/product/2179628/Silla-para-barra-desayunadora-ecocuero-negro/2179628,Silla para barra desayunadora ecocuero negro,4049.0
Sodimac,cat20016,2589745,/sodimac-ar/product/2589745/Barra-desayunadora-Milano-blanco/2589745,Barra desayunadora Milano blanco,8999.0
Sodimac,cat20016,2480859,/sodimac-ar/product/2480859/Set-de-2-sillas-Brooklyn/2480859,Set de 2 sillas Brooklyn,5769.0
Sodimac,cat20016,2480921,/sodimac-ar/product/2480921/Silla-para-bar-Milano-blanco/2480921,Silla para bar Milano blanco,5199.0
Sodimac,cat20016,2480743,/sodimac-ar/product/2480743/Mesa-de-comedor-Milano-melamina-cuadrada-negro/2480743,Mesa de comedor Milano melamina cuadrada negro,12099.0
Sodimac,cat20016,2181614,/sodimac-ar/product/2181614/Set-x-2-sillas-tamesis-azul/2181614,Set x 2 sillas tamesis azul,11999.0
Sodimac,cat20016,2373955,/sodimac-ar/product/2373955/Armado-de-Muebles-CABA-y-GBA/2373955,Armado de Muebles - CABA y GBA,3749.0
Sodimac,cat20016,2428822,/sodimac-ar/product/2428822/Silla-vintage-natural/2428822,Silla vintage natural,6749.0
Sodimac,cat20016,2496666,/sodimac-ar/product/2496666/Set-de-2-sillas-Eames-blanca/2496666,Set de 2 sillas Eames blanca,9999.0
Sodimac,cat20016,2181606,/sodimac-ar/product/2181606/Set-x-2-sillas-tamesis-beige/2181606,Set x 2 sillas tamesis beige,11999.0
Sodimac,cat20016,2062062,/sodimac-ar/product/2062062/Juego-de-comedor-Dartagnan-mesa-6-sillas-negro/2062062,Juego de comedor Dartagnan mesa + 6 sillas negro,37799.0
Sodimac,cat20016,2176599,/sodimac-ar/product/2176599/Silla-Burdeo-para-eventos/2176599,Silla Burdeo para eventos,4459.0
Sodimac,cat20016,241287X,/sodimac-ar/product/241287X/Modular-8-puertas-Wengue/241287X,Modular 8 puertas Wengue,26739.0
Sodimac,cat20016,2693704,/sodimac-ar/product/2693704/Silla-de-comedor-Moriset-azul/2693704,Silla de comedor Moriset azul,8499.0
Sodimac,cat20016,2693763,/sodimac-ar/product/2693763/Mesa-lateral-para-sala-de-estar-Colmena-negra/2693763,Mesa lateral para sala de estar Colmena negra,2499.0
Sodimac,cat20016,1037455,/sodimac-ar/product/1037455/Silla-para-barra-desayunadora-PVC-negra/1037455,Silla para barra desayunadora PVC negra,6599.0
Sodimac,cat20016,2179679,/sodimac-ar/product/2179679/Juego-de-comedor-Irlanda-mesa-4-sillas-blanco/2179679,Juego de comedor Irlanda mesa + 4 sillas blanco,34999.0
Sodimac,cat20016,2294001,/sodimac-ar/product/2294001/Silla-Abner-blanco/2294001,Silla Abner blanco,2999.0
Sodimac,cat20016,2471647,/sodimac-ar/product/2471647/Vajillero-Bahiut-5-puertas-con-3-cajones-Wengue/2471647,Vajillero Bahiut 5 puertas con 3 cajones Wengue,31249.0
Sodimac,cat20016,2294028,/sodimac-ar/product/2294028/Silla-para-barra-desayunadora-madera-negra-giratoria/2294028,Silla para barra desayunadora madera negra giratoria,6699.0
Sodimac,cat20016,2568969,/sodimac-ar/product/2568969/Juego-de-comedor-Dominga-mesa-4-sillas/2568969,Juego de comedor Dominga mesa + 4 sillas,33999.0
Sodimac,cat20016,2593041,/sodimac-ar/product/2593041/Silla-de-cano-blanca/2593041,Silla de caño blanca,3199.0
Sodimac,cat20016,2589761,/sodimac-ar/product/2589761/Mesa-de-comedor-Milano-melamina-gris/2589761,Mesa de comedor Milano melamina gris,12499.0
Sodimac,cat20016,1037463,/sodimac-ar/product/1037463/Silla-para-barra-desayunadora-PVC-blanca/1037463,Silla para barra desayunadora PVC blanca,6599.0
Sodimac,cat20028,2676400,/sodimac-ar/product/2676400/Sillon-Esquinero-Roma-negro/2676400,Sillón Esquinero Roma negro,31239.0
Sodimac,cat20028,2523507,/sodimac-ar/product/2523507/Biblioteca-Ken-de-melamina-con-4-estantes-paraiso/2523507,Biblioteca Ken de melamina con 4 estantes paraiso,5799.0
Sodimac,cat20028,2333031,/sodimac-ar/product/2333031/Biblioteca-Escandinava-de-melamina-con-2-estantes-blanco-y-ciligio/2333031,Biblioteca Escandinava de melamina con 2 estantes blanco y ciligio,4929.0
Sodimac,cat20028,1889958,/sodimac-ar/product/1889958/Rack-para-TV-Blanco-120-x-59-x-30-cm/1889958,Rack para TV Blanco 120 x 59 x 30 cm,7599.0
Sodimac,cat20028,2539489,/sodimac-ar/product/2539489/Estanteria-3-estantes-escuadra-42-x-34-x-91-cm/2539489,Estantería 3 estantes escuadra 42 x 34 x 91 cm,4959.0
Sodimac,cat20028,2413000,/sodimac-ar/product/2413000/Sillon-Wald-3-cuerpos-gris-claro/2413000,Sillón Wald 3 cuerpos gris claro,49949.0
Sodimac,cat20028,2731339,/sodimac-ar/product/2731339/Mesa-ratona-Brooklyn-100-cm/2731339,Mesa ratona Brooklyn 100 cm,9699.0
Sodimac,cat20028,2568543,/sodimac-ar/product/2568543/Sillon-3-cuerpos-seccional-gris/2568543,Sillón 3 cuerpos seccional gris,43199.0
Sodimac,cat20028,2539519,/sodimac-ar/product/2539519/Estanteria-4-estantes-cubo-35-x-30-x-100-cm/2539519,Estantería 4 estantes cubo 35 x 30 x 100 cm,4699.0
Sodimac,cat20028,2568500,/sodimac-ar/product/2568500/Futon-Santi-2-cuerpos-2-plazas-gris/2568500,Futón Santi 2 cuerpos 2 plazas gris,24299.0
Sodimac,cat20028,2066475,/sodimac-ar/product/2066475/Mesa-ratona-escandinava-de-MDF-laqueado-blanca/2066475,Mesa ratona escandinava de MDF laqueado blanca,5499.0
Sodimac,cat20028,2359669,/sodimac-ar/product/2359669/Sillon-Lucia-individual-de-tela-gris/2359669,Sillón Lucia individual de tela gris,17549.0
Sodimac,cat20028,2336340,/sodimac-ar/product/2336340/Rack-para-TV-Atakama-140-x-625-x-355-cm/2336340,Rack para TV Atakama 140 x 62.5 x 35.5 cm,14299.0
Sodimac,cat20028,2597284,/sodimac-ar/product/2597284/Rack-para-TV-Brooklyn-140-cm/2597284,Rack para TV Brooklyn 140 cm,16829.0
Sodimac,cat20028,1932241,/sodimac-ar/product/1932241/Sillon-individual-de-ecocuero-negro-reclinable/1932241,Sillón individual de ecocuero negro reclinable,34999.0
Sodimac,cat20028,233321X,/sodimac-ar/product/233321X/Rack-para-TV-Ciliglio-140-x-625-x-355-cm/233321X,Rack para TV Ciliglio 140 x 62.5 x 35.5 cm,7249.0
Sodimac,cat20028,2513978,/sodimac-ar/product/2513978/Biblioteca-Escandinava-de-melamina-con-4-estantes-enigma-nebraska/2513978,Biblioteca Escandinava de melamina con 4 estantes enigma nebraska,10599.0
Sodimac,cat20028,2693682,/sodimac-ar/product/2693682/Puff-Kheops-azul/2693682,Puff Kheops azul,4999.0
Sodimac,cat20028,2449900,/sodimac-ar/product/2449900/Rack-para-TV-escandinavo-enigma/2449900,Rack para TV escandinavo enigma,8499.0
Sodimac,cat20028,2373955,/sodimac-ar/product/2373955/Armado-de-Muebles-CABA-y-GBA/2373955,Armado de Muebles - CABA y GBA,3749.0
Sodimac,cat20028,1108980,/sodimac-ar/product/1108980/Ficha-pin-grueso-300-75-ohm/1108980,Ficha pin grueso 300-75 ohm,17.0
Sodimac,cat20028,1108891,/sodimac-ar/product/1108891/Conector-f-con-rosca-rg6-x5/1108891,Conector f con rosca rg6 x5,129.0
Sodimac,cat20028,1950630,/sodimac-ar/product/1950630/Antena-exterior-TV-Digital-Cable/1950630,Antena exterior TV Digital + Cable,6799.0
Sodimac,cat20028,2480948,/sodimac-ar/product/2480948/Estanteria-con-1-cuerpo-2-cajones-Manhattan/2480948,Estantería con 1 cuerpo 2 cajones Manhattan,15499.0
Sodimac,cat20028,1109359,/sodimac-ar/product/1109359/Derivador-caTV-5-1000mhz-4v/1109359,Derivador caTV 5-1000mhz 4v,199.0
Sodimac,cat20028,2539500,/sodimac-ar/product/2539500/Estanteria-3-estantes-cubo-35-x-30-x-70-cm/2539500,Estantería 3 estantes cubo 35 x 30 x 70 cm,5149.0
Sodimac,cat20028,1935135,/sodimac-ar/product/1935135/Antena-interna-analogica-digital/1935135,Antena interna analógica digital,1849.0
Sodimac,cat20028,2704560,/sodimac-ar/product/2704560/Biblioteca-Mesina-de-melamina-con-4-estantes-nogal/2704560,Biblioteca Mesina de melamina con 4 estantes nogal,6749.0
